"GR","NPHI","RHOB","RT","PHIE"
145.7,0.1745,2.443,2.99,0.116291
157.36,0.1709,2.466,2.82,0.096249
143.9,0.1782,2.442,2.77,0.1149
136.04,0.1934,2.461,2.75,0.059899
134.5,0.1724,2.439,2.79,0.120834
126.52,0.1819,2.46,2.81,0.089579
121.63,0.1885,2.47,2.87,0.056398
123.68,0.1935,2.46,2.93,0.061289
118.59,0.1898,2.451,2.98,0.088297
130.52,0.1819,2.425,3.01,0.128289
152.9,0.1793,2.435,2.97,0.120794
137.96,0.1887,2.435,2.91,0.113118
110.13,0.1934,2.436,2.95,0.105444
128.14,0.1767,2.43,3,0.126487
146.14,0.1625,2.446,3.13,0.11895
132.43,0.1722,2.446,3.27,0.114932
133.9,0.1753,2.462,3.35,0.096285
141.31,0.1712,2.425,3.44,0.132357
143.79,0.1841,2.401,3.51,0.146845
145.58,0.1817,2.4,3.47,0.14821
136.82,0.1587,2.423,3.45,0.136193
111.36,0.1502,2.448,3.44,0.120358
126.51,0.1538,2.478,3.55,0.096544
130.08,0.1671,2.452,3.59,0.112337
133.09,0.1539,2.417,3.42,0.140651
144.55,0.161,2.427,3.1,0.133129
138.35,0.1758,2.473,2.84,0.080998
131.47,0.1667,2.458,2.73,0.107311
129.13,0.1628,2.446,2.83,0.118886
122.31,0.1502,2.457,3.14,0.114022
134.6,0.1646,2.46,3.16,0.10669
136.58,0.1755,2.463,2.93,0.09493
148.71,0.1812,2.472,2.64,0.07025
143.35,0.1741,2.472,2.58,0.085271
144.55,0.1675,2.474,2.52,0.090899
141.26,0.1738,2.484,2.53,0.066728
148.92,0.1784,2.471,2.66,0.079199
137.25,0.1746,2.461,2.78,0.098292
145.18,0.1641,2.45,2.82,0.115314
145.19,0.1645,2.45,2.74,0.115163
153.24,0.1782,2.44,2.63,0.116933
140.55,0.1873,2.477,2.47,0.049129
130.81,0.1518,2.472,2.63,0.102335
124.58,0.1578,2.466,2.66,0.104841
116.23,0.1824,2.477,2.66,0.058604
128.09,0.1865,2.448,2.7,0.099558
137.94,0.1836,2.456,2.65,0.092816
144.08,0.1773,2.455,2.76,0.102344
136.53,0.1687,2.458,2.95,0.106187
120.84,0.1669,2.447,3.18,0.116671
127.72,0.1358,2.431,3.29,0.132788
131.24,0.1441,2.417,3.33,0.141232
147.66,0.1512,2.424,3.34,0.136353
142.25,0.1606,2.445,3.35,0.120337
126.22,0.1633,2.441,3.34,0.122596
111.51,0.1811,2.442,3.23,0.112889
138.32,0.1884,2.424,3.12,0.125382
155.82,0.1625,2.433,3.06,0.128667
152.96,0.1674,2.437,3.01,0.124435
143.38,0.1979,2.438,2.98,0.092841
141.78,0.1963,2.435,2.96,0.101981
147.07,0.1912,2.428,2.87,0.118763
139.46,0.183,2.441,2.82,0.112318
146.32,0.174,2.428,2.83,0.129278
152.01,0.1657,2.422,2.81,0.135855
153.39,0.1702,2.426,2.84,0.131969
151.19,0.1787,2.429,2.87,0.126562
134.86,0.1804,2.409,2.88,0.141936
142.72,0.1945,2.404,2.93,0.140335
152.76,0.1923,2.415,2.98,0.131446
141.18,0.19,2.432,2.98,0.115469
146.05,0.1978,2.416,2.88,0.125691
152.18,0.2101,2.389,2.8,0.143846
151.22,0.2001,2.419,2.76,0.119214
145.51,0.1829,2.428,2.78,0.125257
148.48,0.1972,2.45,2.91,0.070057
135.73,0.2007,2.473,2.83,0.03461
128.74,0.1829,2.503,2.81,0.028659
115.94,0.1836,2.455,2.75,0.094447
142.37,0.189,2.443,2.61,0.102863
147.83,0.1912,2.435,2.47,0.110422
135.83,0.1954,2.45,2.55,0.074883
133.38,0.1968,2.451,2.72,0.069318
136.9,0.1964,2.435,2.7,0.101926
149.75,0.2103,2.439,2.66,0.058213
139.03,0.2023,2.453,2.62,0.054253
140.98,0.1887,2.466,2.48,0.062846
153.76,0.199,2.476,2.43,0.034007
146.69,0.1948,2.458,2.39,0.062198
134.2,0.2015,2.464,2.35,0.042349
140.04,0.1999,2.451,2.34,0.062091
152.36,0.1914,2.456,2.3,0.07423
152.14,0.2144,2.463,2.27,0.02806
147.57,0.1989,2.472,2.29,0.03781
152.37,0.1874,2.446,2.33,0.101225
158.92,0.2044,2.452,2.37,0.051802
152.5,0.201,2.454,2.33,0.05542
162.8,0.2105,2.463,2.15,0.032073
154.7,0.194,2.461,2.04,0.059291
152.2,0.1818,2.454,2.28,0.098561
155.2,0.1631,2.448,2.44,0.117397
151.8,0.15,2.474,2.9,0.101532
142.42,0.1444,2.494,3.43,0.087653
152.2,0.1341,2.488,3.92,0.09539
140.91,0.1538,2.503,4.73,0.0728
141.65,0.1256,2.487,6.32,0.09749
136.63,0.1071,2.509,7.68,0.084933
141.98,0.1185,2.481,9.03,0.070448
128.77,0.1366,2.429,10.02,0.102688
120.41,0.1432,2.344,9.41,0.13892
109.54,0.1341,2.22,8.54,0.19317
113.78,0.1202,2.112,8.31,0.214116
109.79,0.1294,2.034,8.29,0.248019
98.66,0.1474,1.99,8.2,0.284699
97.61,0.1562,1.987,8.46,0.293578
102.49,0.1729,1.992,8.66,0.294498
108.65,0.1953,2.059,8.65,0.274013
115.68,0.1773,2.112,8.57,0.221188
112.39,0.1711,2.165,8.45,0.222283
104.99,0.1719,2.172,8.69,0.227812
111.24,0.1829,2.197,8.74,0.215217
124.82,0.2031,2.205,8.65,0.205869
118.39,0.1895,2.209,8.55,0.198268
142.46,0.1811,2.215,8.4,0.119326
133.38,0.1878,2.182,8.17,0.170726
120.3,0.1722,2.192,8.05,0.200781
133.28,0.1748,2.204,7.57,0.142241
136.22,0.1848,2.213,7.27,0.143818
123.99,0.1727,2.212,7.02,0.19238
135.65,0.1765,2.224,6.82,0.174742
138.27,0.1579,2.243,6.58,0.145362
147.97,0.172,2.262,6.46,0.093469
154.01,0.1821,2.283,6.33,0.068031
150.8,0.1773,2.289,6.09,0.085332
150.75,0.1667,2.28,5.92,0.07852
160.02,0.1723,2.281,5.74,0.010705
158.7,0.1518,2.302,5.57,0.017587
149.62,0.1716,2.311,5.46,0.108328
129.64,0.147,2.292,5.32,0.148802
133.74,0.1521,2.28,5.28,0.148227
145.76,0.1714,2.293,5.18,0.117741
157.91,0.1872,2.31,5.1,0.029846
154.37,0.1797,2.323,4.96,0.0574
142.03,0.1592,2.33,4.86,0.11964
134.08,0.1528,2.342,4.66,0.13631
126.71,0.1529,2.31,4.56,0.150617
144.81,0.1658,2.317,4.46,0.105538
150.94,0.1364,2.343,4.39,0.09122
147.82,0.1349,2.354,4.32,0.098551
146.23,0.1505,2.365,4.25,0.106412
155.58,0.1586,2.365,4.38,0.052237
156.91,0.1502,2.4,4.77,0.043771
140.39,0.1601,2.394,4.66,0.114516
133.33,0.1875,2.387,4.12,0.133043
124.72,0.1964,2.394,3.42,0.148318
151.07,0.1978,2.465,2.69,0.047249
168.08,0.2039,2.434,2.21,0.083495
164.87,0.1753,2.41,2.02,0.142625
175.26,0.1596,2.469,1.94,0.101819
155.49,0.1484,2.457,2.08,0.114606
127.85,0.1354,2.462,2.41,0.113061
114.1,0.1358,2.496,2.75,0.089258
131.75,0.1448,2.505,2.81,0.078147
127.39,0.1493,2.485,2.84,0.093139
146.54,0.1578,2.486,2.89,0.087327
149.22,0.1593,2.483,2.92,0.089159
139.5,0.154,2.465,2.96,0.107348
144.68,0.1595,2.458,2.95,0.110951
158.86,0.1623,2.473,2.92,0.096694
115.91,0.1576,2.448,2.89,0.11911
131.64,0.1836,2.486,2.87,0.044822
116.56,0.1805,2.483,2.92,0.054222
129.1,0.1828,2.477,2.91,0.058671
132.36,0.1702,2.483,2.88,0.076866
131.66,0.1679,2.49,2.87,0.070556
127.48,0.1774,2.513,2.95,0.026593
117.56,0.1677,2.503,2.96,0.049623
131.41,0.1703,2.499,2.92,0.050531
136.69,0.1599,2.548,2.83,0.016608
142.55,0.1671,2.536,2.9,0.01914
153.77,0.1784,2.516,3,0.023646
127.66,0.1598,2.499,3.01,0.070893
125.88,0.1719,2.481,3.05,0.076932
147.26,0.177,2.492,3.06,0.048187
118.69,0.165,2.487,3.08,0.079193
120.26,0.1694,2.47,3.07,0.09412
127.44,0.164,2.46,3.05,0.107462
126.13,0.1713,2.455,3.06,0.107798
129.76,0.1687,2.471,3.09,0.093711
154.32,0.1686,2.453,3.16,0.111206
127.15,0.179,2.468,3.18,0.083818
129.75,0.1625,2.482,3.21,0.08765
156.36,0.1604,2.46,3.22,0.109072
145.62,0.1634,2.421,3.23,0.137113
156.37,0.1837,2.438,3.28,0.115404
138.69,0.1714,2.458,3.31,0.104874
120.24,0.1882,2.474,3.34,0.052542
116.66,0.1794,2.459,3.35,0.095852
139.73,0.1782,2.436,3.36,0.121098
148.09,0.1637,2.454,3.38,0.112643
143.35,0.169,2.428,3.38,0.13105
140.85,0.177,2.437,3.43,0.120869
140.65,0.1695,2.435,3.47,0.125624
146.71,0.1546,2.443,3.48,0.123354
142.27,0.1265,2.444,3.5,0.125076
130.15,0.1459,2.462,3.52,0.111634
130.61,0.1541,2.452,3.51,0.117081
126.23,0.1705,2.461,3.49,0.102629
127.3,0.1678,2.445,3.46,0.118339
122.45,0.1804,2.42,3.37,0.133657
122.09,0.1924,2.429,3.21,0.116982
127.42,0.1678,2.43,3.01,0.129896
150.1,0.143,2.469,2.9,0.107269
129.4,0.156,2.501,2.89,0.07327
149.07,0.1621,2.503,2.9,0.061784
155.81,0.1826,2.511,2.9,0.023781
154.67,0.156,2.494,2.84,0.080907
203.11,0.1512,2.48,2.88,0.096594
288.68,0.1646,2.495,2.87,0.069254
173.51,0.1658,2.51,2.75,0.043714
138.13,0.1675,2.516,2.66,0.034554
150.95,0.1621,2.521,2.53,0.036177
126.24,0.1684,2.545,2.36,0.013868
137.18,0.185,2.543,2.27,0.008272
143.28,0.1827,2.526,2.23,0.015439
150.13,0.1602,2.537,2.15,0.023739
142.25,0.1569,2.545,2.07,0.020597
149.03,0.1659,2.517,1.99,0.035558
145.06,0.1615,2.529,1.98,0.029068
141.56,0.1457,2.541,1.95,0.035812
153.08,0.1364,2.498,1.95,0.087735
161.48,0.1592,2.517,2.06,0.045558
151.75,0.1824,2.533,2.18,0.012624
149.79,0.1475,2.526,2.26,0.053611
121.48,0.1656,2.497,2.34,0.064477
191.99,0.1811,2.509,2.31,0.026518
129.2,0.1809,2.529,2.39,0.015041
133.91,0.1898,2.559,2.46,0.003668
140.87,0.1994,2.545,2.35,0.00419
151.2,0.1871,2.493,2.31,0.033388
149.99,0.1862,2.475,2.35,0.055224
155.11,0.1975,2.461,2.41,0.053376
134.32,0.1988,2.434,2.6,0.099491
190.09,0.144,2.417,2.8,0.141338
284.48,0.1458,2.444,2.84,0.123948
145.78,0.1638,2.432,2.84,0.129422
149.94,0.1787,2.432,2.73,0.124486
118.34,0.179,2.442,2.73,0.115196
136.93,0.1808,2.448,2.81,0.107541
151.25,0.1805,2.449,2.86,0.106732
150.15,0.1887,2.423,2.8,0.126813
165.94,0.1988,2.456,2.73,0.057948
147.04,0.1977,2.475,2.64,0.037305
147.47,0.1834,2.468,2.52,0.07389
159.46,0.1728,2.461,2.47,0.100939
161.25,0.2101,2.481,2.43,0.021033
153.26,0.2014,2.486,2.47,0.024889
170.44,0.1871,2.442,2.49,0.107698
148.46,0.1793,2.43,2.58,0.125947
159.61,0.1769,2.463,2.69,0.094353
156.09,0.1763,2.477,2.58,0.075178
166.23,0.2031,2.462,2.53,0.043138
155.83,0.1961,2.422,2.53,0.121363
139.03,0.1915,2.423,2.6,0.12472
129.77,0.2027,2.447,2.65,0.063481
134.3,0.1963,2.477,2.69,0.037231
150.85,0.1932,2.502,2.65,0.021514
139.68,0.1853,2.477,2.72,0.054266
145.95,0.1792,2.504,2.87,0.032589
154.23,0.1712,2.493,3.03,0.058646
132.99,0.1725,2.45,3.13,0.11196
132.51,0.1818,2.464,3.23,0.085259
139.82,0.1854,2.458,3.22,0.087753
131.33,0.1925,2.477,3.27,0.042357
136.67,0.1853,2.465,3.34,0.07477
136.51,0.1823,2.388,3.44,0.15337
114.45,0.1856,2.35,3.31,0.164517
131.62,0.2061,2.362,3.08,0.151842
130.29,0.2057,2.389,2.79,0.148038
138.61,0.1926,2.403,2.37,0.142749
142.16,0.191,2.41,2.08,0.137492
125.35,0.186,2.432,1.98,0.120016
147.74,0.1738,2.453,1.98,0.108333
151.04,0.1591,2.451,2.1,0.116722
146.77,0.1604,2.447,2.34,0.119358
145.25,0.1736,2.459,2.64,0.102467
137.9,0.1597,2.464,2.82,0.10634
138.7,0.1451,2.446,2.95,0.122749
145.15,0.1414,2.465,3.23,0.110447
140.13,0.1322,2.476,3.39,0.104281
143.52,0.1395,2.475,3.44,0.103844
129.24,0.1723,2.477,3.44,0.08263
125.4,0.1708,2.5,3.42,0.048972
125.92,0.1634,2.507,3.42,0.052791
129.8,0.1551,2.464,3.49,0.108058
125.51,0.1596,2.458,3.56,0.111221
127.69,0.1565,2.476,3.59,0.097757
133.39,0.1649,2.478,3.52,0.09018
136.23,0.1794,2.463,3.51,0.091079
130.28,0.1912,2.446,3.51,0.095803
130.82,0.1772,2.436,3.4,0.121926
133.41,0.1839,2.429,3.35,0.124449
123.94,0.1878,2.409,3.31,0.139893
130.04,0.1585,2.427,3.29,0.133864
186.25,0.154,2.43,3.23,0.132399
242.45,0.156,2.469,3.36,0.103823
298.66,0.1467,2.488,3.38,0.092169
229.54,0.1473,2.482,3.37,0.096714
244.77,0.1621,2.456,3.36,0.111929
219.2,0.1627,2.468,3.37,0.101516
144.67,0.1868,2.461,3.38,0.078997
153.69,0.2121,2.462,3.59,0.032103
150.75,0.2362,2.461,3.78,0.013478
142.07,0.2225,2.449,4.28,0.031034
117.93,0.2084,2.437,5.09,0.067022
102.88,0.1783,2.335,7.24,0.171535
95.72,0.1585,2.212,10.12,0.211482
91.33,0.1603,2.247,12.87,0.201209
91.41,0.1539,2.222,12.47,0.210409
97.11,0.1335,2.197,10.7,0.208737
84.02,0.1435,2.164,10.93,0.233812
89.04,0.1647,2.177,11.61,0.229242
82.36,0.1834,2.348,10.83,0.180189
80.48,0.1813,2.398,7.69,0.147842
105.63,0.1839,2.429,6.32,0.122815
130.66,0.1962,2.453,5.41,0.069102
111.15,0.1908,2.471,4.88,0.052709
115.12,0.1752,2.439,4.5,0.120408
110.05,0.1697,2.434,4.11,0.126599
203.42,0.1784,2.427,3.84,0.129048
297.69,0.1823,2.432,3.57,0.122751
218.95,0.1778,2.429,3.33,0.127658
84.58,0.1767,2.372,3.14,0.168149
81.05,0.1847,2.34,3.03,0.187047
79.4,0.1848,2.302,2.9,0.204056
81.08,0.1715,2.285,2.83,0.203725
79.71,0.1614,2.242,2.81,0.216292
78.1,0.1626,2.219,2.81,0.226341
87.25,0.1668,2.206,2.86,0.227402
83.3,0.1576,2.212,2.91,0.223209
84.78,0.1364,2.23,3,0.207577
89.62,0.1618,2.259,3.08,0.205373
82.76,0.1816,2.239,3.13,0.224698
92.71,0.1687,2.269,3.16,0.202565
102.81,0.1584,2.298,3.22,0.180409
105.99,0.1615,2.313,3.26,0.173546
103.9,0.1572,2.337,3.3,0.166579
179.35,0.1617,2.356,3.34,0.000213
176.41,0.1492,2.377,3.39,0.003926
270.47,0.1466,2.398,3.44,0.005593
132.05,0.1533,2.414,3.48,0.142877
125.67,0.1598,2.413,3.49,0.143052
120.72,0.1589,2.419,3.51,0.139205
129.24,0.1712,2.455,3.54,0.108426
118.15,0.1628,2.459,3.53,0.109325
124.66,0.1503,2.432,3.52,0.131508
142.97,0.1614,2.427,3.53,0.133523
121.48,0.1465,2.431,3.51,0.132458
137.02,0.1459,2.445,3.48,0.123406
122.45,0.1677,2.408,3.44,0.14554
109.79,0.1613,2.391,3.37,0.15701
108.04,0.1553,2.399,3.32,0.152234
129.31,0.1474,2.393,3.3,0.123125
111.51,0.1666,2.36,3.27,0.154871
97.76,0.1784,2.34,3.24,0.176133
104.25,0.1626,2.344,3.21,0.164617
107.31,0.1463,2.349,3.19,0.156097
94.64,0.1737,2.367,3.17,0.168579
99.09,0.1712,2.365,3.13,0.16441
116.61,0.1699,2.353,3.13,0.154662
117.21,0.1792,2.333,3.14,0.166784
105.31,0.1684,2.351,3.16,0.163315
117.82,0.1584,2.351,3.18,0.150398
137.29,0.1627,2.341,3.17,0.132413
135.17,0.1719,2.333,3.25,0.140835
117.43,0.175,2.323,3.29,0.168174
109.15,0.2075,2.32,3.33,0.187881
122.46,0.2021,2.341,3.33,0.166732
186.53,0.1959,2.341,3.34,0.002373
105.93,0.1918,2.331,3.36,0.179797
120.81,0.1926,2.337,3.38,0.165127
126.73,0.1999,2.348,3.39,0.160849
116.77,0.1827,2.322,3.41,0.168481
127.48,0.1989,2.333,3.45,0.164056
122.77,0.1854,2.321,3.48,0.164636
125.34,0.1661,2.323,3.52,0.155299
144.02,0.1814,2.354,3.53,0.12656
184.44,0.1888,2.387,3.54,0.067123
244.96,0.1934,2.364,3.54,0.004911
150.43,0.1959,2.355,3.54,0.114587
200.24,0.1913,2.382,3.55,0.010048
211.43,0.1967,2.378,3.54,0.008414
159.56,0.1675,2.4,3.52,0.150891
187.22,0.1653,2.391,3.51,0.155126
111.44,0.1757,2.369,3.52,0.157495
114.09,0.1744,2.368,3.52,0.155302
164.68,0.182,2.393,3.53,0.153738
142.91,0.1889,2.399,3.52,0.147686
133.07,0.1831,2.403,3.51,0.146319
178.33,0.1844,2.426,3.47,0.127204
163.96,0.1914,2.425,3.33,0.123244
140.74,0.1855,2.416,3.32,0.135323
213.41,0.1764,2.402,3.3,0.148438
205.47,0.1689,2.4,3.4,0.150769
200.77,0.1703,2.421,3.51,0.1362
170.88,0.174,2.414,3.63,0.140436
200.06,0.1828,2.411,3.76,0.140367
226.41,0.1901,2.414,4.07,0.134802
161.55,0.2089,2.424,4.29,0.09181
215.02,0.1802,2.412,4.6,0.006224
154.04,0.2249,2.383,5.32,0.069899
144.36,0.1425,2.385,6.68,0.088039
204.32,0.1612,2.407,4.7,0.003763
174.56,0.1836,2.454,3.86,0.097795
185.03,0.1562,2.463,3.63,0.108788
173.33,0.1508,2.453,3.43,0.117405
192.83,0.1505,2.419,3.22,0.139922
276.45,0.1837,2.409,3.18,0.141677
214.85,0.1837,2.445,3.13,0.108796
168.39,0.181,2.45,3.02,0.10592
153.22,0.1533,2.448,3.04,0.120456
171.01,0.1418,2.479,3.02,0.100799
193.85,0.1467,2.47,3.03,0.106182
171.19,0.1633,2.475,2.96,0.09508
223.81,0.1736,2.469,2.91,0.091948
259.77,0.1673,2.439,2.89,0.123749
179.04,0.1649,2.441,2.84,0.122933
138.06,0.1735,2.444,2.86,0.117272
183.82,0.1544,2.473,2.91,0.101592
150.46,0.1546,2.481,2.99,0.094867
140.21,0.1575,2.475,2.99,0.098574
142.62,0.1603,2.461,3,0.108957
149.23,0.1603,2.486,2.98,0.086478
175.88,0.1713,2.458,2.85,0.105861
269.33,0.1674,2.46,2.82,0.106465
178.57,0.1514,2.467,3.03,0.107231
140.4,0.1499,2.476,3.25,0.100855
147.79,0.1672,2.483,3.18,0.082761
148.47,0.2171,2.472,3.11,0.021452
160.69,0.1918,2.488,3,0.03356
155.3,0.1752,2.45,3,0.110862
162.71,0.1687,2.433,2.98,0.127906
139.98,0.17,2.444,2.82,0.118905
136.91,0.1744,2.449,2.75,0.112337
136.69,0.1845,2.447,2.7,0.10569
143.23,0.1901,2.438,2.65,0.109923
142.92,0.1744,2.451,2.72,0.110472
141.6,0.18,2.444,2.77,0.113276
144.88,0.1735,2.446,2.79,0.115586
146.75,0.1651,2.472,2.83,0.09679
138.53,0.1665,2.47,2.88,0.09772
136,0.1717,2.459,2.89,0.104674
150.6,0.1906,2.465,2.89,0.062977
161.54,0.1838,2.475,2.85,0.061825
149.9,0.1706,2.471,2.79,0.093089
144.74,0.1667,2.466,2.83,0.101448
145.51,0.2037,2.462,2.87,0.043436
141.16,0.1844,2.458,2.88,0.090993
151.18,0.171,2.453,2.92,0.110771
199.78,0.1705,2.448,2.95,0.115401
221.65,0.1903,2.443,2.94,0.103042
169.86,0.1921,2.441,2.89,0.102979
142.74,0.1801,2.434,2.93,0.122674
149.72,0.1911,2.439,2.95,0.107361
158.44,0.1683,2.471,2.84,0.09531
162.73,0.171,2.478,2.87,0.084233
164.46,0.2121,2.466,2.89,0.029783
137.47,0.2358,2.466,2.93,0.012192
145.45,0.2042,2.448,2.94,0.060262
152.77,0.1728,2.421,2.95,0.135776
203.19,0.1663,2.451,2.95,0.114774
253.89,0.1711,2.442,2.95,0.120163
235.83,0.1788,2.465,2.88,0.090307
183.62,0.1729,2.472,2.78,0.089378
141.86,0.1927,2.439,2.73,0.104968
207.39,0.1901,2.466,2.76,0.062634
231.62,0.1805,2.488,2.78,0.049405
229.39,0.1818,2.441,2.82,0.115004
201.22,0.1849,2.426,2.85,0.127198
173.04,0.185,2.448,2.87,0.104019
144.86,0.1677,2.459,2.88,0.107337
143.06,0.1724,2.459,2.85,0.104264
134.42,0.1825,2.439,2.87,0.116486
138.48,0.1809,2.431,2.86,0.124958
141.39,0.1738,2.422,2.8,0.134821
154.92,0.1904,2.447,2.8,0.097046
148.76,0.2023,2.415,2.79,0.123588
150.61,0.2029,2.407,2.76,0.132518
155.42,0.1941,2.422,2.69,0.124426
149.49,0.196,2.474,2.76,0.041897
139.24,0.1905,2.476,2.81,0.047933
139.62,0.1855,2.442,2.82,0.11066
143.21,0.1857,2.464,2.87,0.077533
152.43,0.1863,2.467,2.84,0.070059
163.01,0.1797,2.462,2.81,0.093164
170.57,0.1693,2.452,2.88,0.112668
164.22,0.1525,2.438,2.89,0.127494
148.85,0.1707,2.433,2.88,0.127451
149.16,0.1897,2.46,2.82,0.074402
154.34,0.1886,2.486,2.82,0.039631
163.41,0.1942,2.502,2.8,0.021711
153.15,0.2037,2.476,2.71,0.030919
150.96,0.213,2.481,2.71,0.019819
154.53,0.1995,2.482,2.69,0.030579
159.9,0.1994,2.483,2.65,0.029919
162.23,0.1996,2.483,2.65,0.029725
161.03,0.1688,2.483,2.69,0.081012
154.9,0.186,2.481,2.65,0.049266
151.12,0.2007,2.478,2.65,0.032521
156.29,0.2039,2.478,2.66,0.029246
159.02,0.1777,2.478,2.66,0.071814
155.25,0.1852,2.462,2.68,0.083049
192.32,0.1931,2.446,2.68,0.093219
187.36,0.1802,2.449,2.68,0.108194
156.56,0.1786,2.469,2.65,0.085137
157.7,0.1946,2.466,2.67,0.053837
156.6,0.204,2.462,2.68,0.043332
149.37,0.1985,2.462,2.69,0.052112
150.38,0.1856,2.464,2.71,0.07803
161.34,0.1847,2.464,2.71,0.080667
176.16,0.184,2.464,2.7,0.082351
156.92,0.1811,2.471,2.76,0.076547
152.29,0.1812,2.477,2.76,0.064908
148.27,0.1884,2.477,2.75,0.050399
134.38,0.1911,2.469,2.71,0.05634
141.4,0.1915,2.46,2.71,0.069926
134.72,0.188,2.463,2.7,0.073403
129.52,0.1777,2.487,2.7,0.056369
148.34,0.1795,2.48,2.71,0.063762
155.41,0.1958,2.485,2.64,0.032156
157.66,0.1795,2.479,2.62,0.065514
147.16,0.1735,2.437,2.66,0.123419
163.85,0.1744,2.418,2.69,0.137699
165.4,0.1785,2.463,2.68,0.093745
159.87,0.1852,2.504,2.66,0.027897
154.81,0.1764,2.491,2.63,0.053066
178.66,0.1759,2.496,2.64,0.047203
164.93,0.1792,2.466,2.65,0.088642
122.84,0.1923,2.451,2.61,0.085862
144.91,0.2048,2.467,2.57,0.037446
152.65,0.2133,2.477,2.57,0.021896
149.51,0.215,2.491,2.49,0.014121
157.76,0.1757,2.469,2.46,0.089848
160.96,0.1871,2.452,2.45,0.095762
163.2,0.1965,2.44,2.4,0.096263
151.65,0.2035,2.457,2.36,0.049962
149.49,0.185,2.462,2.34,0.083764
138.5,0.1726,2.47,2.31,0.092518
128.06,0.1833,2.49,2.29,0.042992
126.19,0.1986,2.48,2.28,0.03335
154.14,0.201,2.473,2.28,0.036682
143.71,0.1785,2.471,2.38,0.082491
134.91,0.173,2.467,2.49,0.095565
146.77,0.1903,2.466,2.56,0.062748
155.81,0.1832,2.49,2.89,0.043173
147.04,0.1516,2.473,3.69,0.1029
135.24,0.1363,2.445,4.72,0.124334
122.45,0.1309,2.437,5.84,0.1085
107.88,0.1046,2.384,6.88,0.125552
108.8,0.0859,2.383,7.78,0.116552
98.45,0.082,2.374,9.13,0.123913
107.34,0.0811,2.325,9.11,0.135287
105.77,0.0881,2.253,8.85,0.167917
102,0.1071,2.207,8.53,0.19484
101.99,0.1128,2.157,8.24,0.214692
103.8,0.0977,2.147,8.19,0.208713
103.77,0.0953,2.155,8.16,0.205423
101.99,0.0957,2.166,8.08,0.199863
101.98,0.0975,2.176,8.01,0.194103
102.63,0.1064,2.185,7.89,0.19507
100.08,0.12,2.201,7.62,0.199275
93.86,0.135,2.223,7.4,0.20473
107.4,0.1463,2.228,7.33,0.189961
103.18,0.1473,2.222,7.12,0.203566
123.65,0.1458,2.251,6.3,0.174144
147.76,0.1569,2.303,5.44,0.092617
157.83,0.1774,2.345,4.54,0.038455
107.73,0.1652,2.365,4.11,0.154958
109.35,0.1636,2.411,3.69,0.144254
125.49,0.1663,2.462,3.64,0.105763
135.94,0.1689,2.514,3.58,0.036949
134.62,0.1739,2.501,3.34,0.044474
132.29,0.1893,2.445,3.09,0.102479
132.34,0.1771,2.425,3.1,0.131771
135.65,0.1389,2.428,3.08,0.134859
121.85,0.1418,2.437,3.03,0.129126
124.42,0.1504,2.437,2.95,0.128491
120.06,0.1536,2.442,2.93,0.12478
121.95,0.1563,2.435,2.92,0.129146
130.69,0.1588,2.46,2.93,0.110669
132.08,0.1652,2.48,3.02,0.089104
134.25,0.1711,2.464,2.98,0.100688
142.02,0.1694,2.462,3.01,0.103911
150,0.1823,2.466,3,0.083189
141.71,0.1662,2.453,2.94,0.113511
135.66,0.1641,2.459,2.96,0.109467
117.21,0.1852,2.455,3,0.094913
121.07,0.1687,2.473,3.05,0.09339
125.97,0.1527,2.481,3.1,0.09625
133.19,0.1513,2.472,3.09,0.10386
129.73,0.1729,2.459,3.11,0.104334
140.29,0.1831,2.442,3.12,0.113393
145.07,0.1865,2.437,3.1,0.115684
132.92,0.1615,2.419,3.03,0.139227
128.39,0.1696,2.446,2.98,0.117856
133.1,0.1823,2.468,2.93,0.079806
122.8,0.1724,2.491,2.86,0.061872
111.89,0.1703,2.464,2.88,0.10138
124.38,0.1649,2.46,2.79,0.108301
120.89,0.1692,2.483,2.81,0.081014
116.29,0.178,2.484,2.89,0.061046
131.15,0.1891,2.46,2.97,0.076941
140.45,0.19,2.459,2.98,0.076432
134.72,0.1828,2.468,2.95,0.078601
139.67,0.1759,2.469,2.91,0.089956
133.28,0.1724,2.492,2.9,0.060251
126.8,0.1766,2.52,2.93,0.024311
125.9,0.1767,2.502,2.93,0.039531
137.65,0.1765,2.464,2.93,0.095481
147.14,0.161,2.488,2.9,0.084573
146.44,0.1636,2.48,2.88,0.090648
134.64,0.1614,2.477,2.95,0.095201
117.26,0.1498,2.489,2.97,0.090978
118,0.1596,2.488,2.93,0.085813
133.59,0.1878,2.474,2.82,0.056245
138.32,0.1804,2.482,2.93,0.059192
132,0.1575,2.496,2.92,0.079317
130.16,0.1696,2.497,2.77,0.05823
132.96,0.1722,2.466,2.73,0.097792
138.45,0.1663,2.46,2.73,0.107673
131.9,0.1488,2.485,2.72,0.094679
143.6,0.1458,2.466,2.73,0.10959
145.5,0.1508,2.495,2.71,0.085311
131.74,0.1542,2.485,2.67,0.09226
121.41,0.1596,2.471,2.65,0.101577
137.47,0.16,2.477,2.64,0.096118
138.55,0.141,2.504,2.62,0.08251
134.86,0.154,2.488,2.61,0.089739
130.57,0.1684,2.498,2.61,0.059276
