"GR","NPHI","RHOB","RT","PHIE"
137.92,0.2356,2.308,1.7,0.193772
136.27,0.2428,2.324,1.66,0.166103
134.43,0.2665,2.324,1.65,0.07813
142.94,0.2483,2.34,1.65,0.110622
147.19,0.2401,2.335,1.67,0.152992
141.25,0.2386,2.323,1.67,0.173867
138.34,0.2303,2.317,1.73,0.188496
127.48,0.2256,2.309,1.73,0.198446
131.7,0.24,2.335,1.85,0.153234
142.57,0.2366,2.359,1.85,0.107459
135.55,0.1889,2.34,1.81,0.185287
128.65,0.1951,2.347,1.86,0.178569
127.65,0.2224,2.37,1.9,0.12903
118.46,0.2322,2.373,1.9,0.085574
106.64,0.2338,2.392,1.88,0.045817
121.04,0.2248,2.437,1.88,0.017659
128.65,0.2207,2.422,1.93,0.032805
124.73,0.2169,2.397,1.95,0.08281
122.84,0.2258,2.398,2.1,0.053759
131.81,0.2279,2.399,2.14,0.047823
133.12,0.2167,2.399,2.15,0.078385
132.11,0.2167,2.395,2.15,0.089385
132.11,0.2188,2.391,2.17,0.091908
127.52,0.2149,2.391,2.11,0.106395
127.52,0.2107,2.391,2.07,0.117308
115.88,0.1902,2.383,2.09,0.150423
115.88,0.1881,2.375,2.2,0.158455
118.2,0.1878,2.367,2.24,0.165139
117.4,0.1949,2.367,2.28,0.162308
111.25,0.2027,2.367,2.29,0.157972
111.53,0.2052,2.367,2.32,0.156208
112.41,0.2048,2.366,2.33,0.157519
123.23,0.1865,2.366,2.33,0.166367
143.69,0.1863,2.366,2.35,0.166431
132.31,0.2396,2.366,2.36,0.07584
128.63,0.2434,2.38,2.19,0.043565
121.69,0.227,2.396,2.21,0.054322
123.17,0.2234,2.404,2.25,0.05
123.54,0.2207,2.385,2.1,0.101231
121.69,0.2307,2.385,2.06,0.064056
123.62,0.2323,2.361,2.07,0.120186
128.66,0.2382,2.35,2.17,0.126843
133.9,0.2389,2.346,2.25,0.134123
143.7,0.2395,2.326,2.21,0.168662
141.16,0.2216,2.321,2.19,0.189904
137.92,0.2189,2.332,2.15,0.18135
135.33,0.2354,2.326,2.13,0.174097
136.21,0.234,2.317,2.14,0.185826
141.4,0.2392,2.33,2.13,0.163247
138.98,0.2491,2.341,2.12,0.103869
135.57,0.2457,2.346,2.08,0.10463
139.72,0.2408,2.341,2.06,0.139641
147.2,0.2362,2.332,2,0.165077
139.15,0.232,2.326,2,0.177714
133.28,0.2342,2.324,2.04,0.177852
139.33,0.2346,2.351,2.03,0.135902
141.39,0.2262,2.354,2,0.148572
141.39,0.2291,2.353,2.03,0.144929
129.82,0.2409,2.331,2.04,0.158592
131.12,0.2396,2.324,2.01,0.171395
133.29,0.2388,2.288,2,0.160554
133.29,0.2535,2.297,2.01,0.162771
111.24,0.2566,2.323,2.04,0.126241
122.88,0.2373,2.329,2.1,0.167744
140.2,0.2274,2.341,2.08,0.16475
139.08,0.2092,2.323,2.07,0.193098
136.3,0.2214,2.314,2.05,0.196075
128.66,0.2226,2.326,2.04,0.184845
122.19,0.2198,2.328,2.1,0.184581
120.51,0.2405,2.335,2.15,0.152506
127.51,0.2467,2.333,2.15,0.139628
125.73,0.2365,2.33,2.17,0.167531
120.52,0.2357,2.345,2.16,0.145047
125.04,0.2387,2.354,2.14,0.114131
128.88,0.2376,2.329,2.14,0.167357
137.91,0.2241,2.318,2.14,0.191373
132.3,0.22,2.358,2.19,0.152118
127.49,0.2171,2.369,2.2,0.141082
138.39,0.2164,2.377,2.19,0.129934
139.18,0.2181,2.367,2.18,0.142439
118.67,0.2371,2.362,2.16,0.096279
119.9,0.2499,2.378,2.2,0.035649
122.86,0.2356,2.383,2.22,0.055471
136.08,0.2286,2.382,2.21,0.077314
140.23,0.2247,2.363,2.2,0.136976
127.49,0.207,2.35,2.16,0.171483
127.49,0.2061,2.35,2.09,0.171945
134.43,0.208,2.366,2.11,0.155196
130.16,0.2128,2.368,2.14,0.148194
117.02,0.2183,2.333,2.09,0.180854
111.42,0.2282,2.333,2.07,0.173506
110.1,0.2459,2.323,2.01,0.162335
146,0.2413,2.334,1.96,0.152676
143.36,0.2409,2.36,1.83,0.086038
127.48,0.2518,2.364,1.83,0.04857
136.88,0.2444,2.366,1.79,0.062264
151.85,0.2356,2.342,1.78,0.150768
132.79,0.2359,2.331,1.75,0.167107
120.51,0.2378,2.305,1.74,0.195456
116.67,0.2289,2.312,1.79,0.194308
117.77,0.2062,2.319,2.1,0.196989
126.33,0.2248,2.328,1.76,0.181587
123.24,0.2398,2.338,1.75,0.148761
118.2,0.2506,2.353,1.77,0.069181
124.93,0.2543,2.343,1.77,0.078284
129.79,0.2811,2.325,1.88,0.042099
145.45,0.282,2.298,1.91,0.083531
132.86,0.2643,2.321,1.98,0.094534
133.93,0.26,2.354,2.04,0.045809
152.96,0.2351,2.348,2.07,0.141019
134.26,0.226,2.344,2.11,0.162809
127.45,0.2172,2.333,2.03,0.181511
125.18,0.2287,2.329,1.97,0.17756
125.18,0.2427,2.322,1.9,0.169854
125.19,0.2338,2.322,1.92,0.180725
125.47,0.2274,2.342,1.93,0.163687
127.51,0.2459,2.344,1.95,0.111009
130.66,0.254,2.346,1.97,0.07301
136.75,0.2545,2.346,2,0.071496
129.64,0.2554,2.506,2.01,0.002345
124.01,0.2638,2.474,2.04,0.004182
133.44,0.2682,2.512,2.05,0.002002
136.76,0.2673,2.241,2.07,0.164327
136.78,0.2657,2.213,2.09,0.174934
134.91,0.2508,2.347,2.13,0.081454
130.94,0.2466,2.346,2.17,0.101179
123.58,0.242,2.328,2.22,0.161814
117.17,0.2228,2.309,2.25,0.178329
118.12,0.2169,2.291,2.28,0.177491
116.79,0.2109,2.276,2.13,0.184647
114.9,0.2123,2.245,1.99,0.196739
106.62,0.2318,2.199,1.81,0.228432
104.27,0.2347,2.191,1.68,0.238753
97.37,0.2443,2.141,1.5,0.268041
97.8,0.2452,2.136,1.41,0.266867
98.54,0.2443,2.123,1.37,0.269802
93.19,0.2418,2.118,1.36,0.277009
86.94,0.2111,2.107,1.32,0.275363
98.38,0.2072,2.106,1.32,0.262705
101.97,0.2183,2.104,1.18,0.265374
90.37,0.2418,2.102,1.16,0.286286
90.37,0.2553,2.1,1.18,0.292237
117.07,0.2253,2.112,1.28,0.241089
117.07,0.2184,2.116,1.44,0.236953
113.31,0.2445,2.145,1.73,0.236873
111.6,0.2614,2.154,1.78,0.248894
99.64,0.2907,2.197,2.03,0.263375
115.19,0.2685,2.217,2.07,0.228642
128.13,0.2551,2.286,2.13,0.178073
127.76,0.2803,2.295,2.12,0.095237
124.19,0.2786,2.296,2.09,0.100252
120.62,0.2356,2.282,2.09,0.186096
117.04,0.2311,2.261,1.94,0.198324
117.04,0.2296,2.248,1.94,0.199973
119.36,0.2174,2.24,1.89,0.191748
111.81,0.221,2.23,1.89,0.212017
106.6,0.24,2.226,1.88,0.22472
142.57,0.2283,2.231,1.95,0.136765
142.57,0.219,2.235,2.02,0.133556
140.64,0.2285,2.254,2.14,0.118734
140.22,0.2463,2.273,2.19,0.132378
133.28,0.263,2.288,2.26,0.163288
134.35,0.2394,2.291,2.29,0.156099
139.06,0.2378,2.293,2.33,0.143433
140.82,0.2488,2.299,2.18,0.136527
143.69,0.2412,2.31,2.06,0.187462
128.89,0.2331,2.322,1.88,0.181517
119.35,0.2541,2.331,1.81,0.112646
128.2,0.264,2.32,1.67,0.09922
132.14,0.2457,2.314,1.68,0.177069
130.52,0.2316,2.354,1.71,0.138429
129.81,0.2207,2.39,1.89,0.088075
126.21,0.2175,2.388,1.98,0.106327
125.16,0.2163,2.384,2.15,0.118237
127.46,0.218,2.388,2.09,0.104687
127.46,0.2546,2.392,1.93,0.019948
130.44,0.2783,2.411,1.85,0.007838
129.99,0.2066,2.417,1.84,0.072299
124.01,0.2066,2.339,1.9,0.181288
124.01,0.2275,2.342,1.81,0.163812
136.75,0.239,2.348,1.76,0.130229
134.38,0.2464,2.322,1.76,0.163547
122.84,0.2233,2.31,1.77,0.198817
126.95,0.2146,2.361,1.83,0.154995
134.88,0.2279,2.352,1.93,0.149405
122.86,0.2455,2.335,2.09,0.13979
119.36,0.2201,2.353,2.1,0.158702
137.88,0.2121,2.363,2.09,0.155161
138.96,0.23,2.341,2.07,0.161995
140.24,0.2298,2.332,2.02,0.17341
119.9,0.2093,2.327,2,0.190055
112.38,0.2138,2.333,2,0.183351
137.29,0.2197,2.349,2.02,0.163787
154.11,0.2113,2.34,2.04,0.17842
150.32,0.196,2.337,2.17,0.186084
144.84,0.2175,2.329,2.23,0.185102
143.39,0.2331,2.331,2.26,0.171082
140.24,0.2248,2.333,2.23,0.176747
134.72,0.241,2.388,2.17,0.039356
128.64,0.2523,2.382,2.1,0.029458
147.92,0.2534,2.344,1.93,0.080003
154.17,0.2307,2.321,1.79,0.184644
152.99,0.2119,2.361,1.72,0.157602
152.99,0.235,2.38,1.69,0.062983
134.41,0.2084,2.341,1.72,0.178908
139.89,0.2229,2.316,1.76,0.19393
146.05,0.2368,2.331,1.76,0.166293
147.01,0.2441,2.333,1.77,0.148499
145.76,0.235,2.314,1.78,0.188609
139.08,0.2332,2.325,1.81,0.178187
143.38,0.249,2.339,1.83,0.112847
149.48,0.2522,2.338,1.85,0.100318
145.22,0.2535,2.338,1.86,0.094653
142.53,0.2509,2.33,1.88,0.13298
122.97,0.2468,2.331,1.86,0.145156
121.3,0.2389,2.331,1.83,0.16305
127.47,0.2045,2.328,1.78,0.19073
141.37,0.2229,2.323,1.78,0.187744
148.36,0.2447,2.317,1.79,0.174509
139.85,0.2208,2.321,1.8,0.190582
139.05,0.2213,2.34,1.83,0.172253
139.05,0.2515,2.341,1.85,0.094936
125.26,0.2512,2.346,1.89,0.083323
125.06,0.2462,2.354,1.99,0.082357
132.11,0.2408,2.365,2.13,0.075853
130.03,0.2394,2.346,2.16,0.134036
134.71,0.2459,2.321,2.16,0.166441
135.71,0.2662,2.307,2.15,0.130031
123.16,0.248,2.299,2.14,0.181701
130.64,0.2502,2.298,2.11,0.168958
126.71,0.2502,2.311,2.16,0.173271
126.41,0.246,2.311,2.15,0.172285
134.43,0.2284,2.293,2.05,0.154557
137.95,0.2277,2.3,2.06,0.14401
142.54,0.2409,2.3,2.07,0.13331
124.68,0.2398,2.302,2.11,0.175852
117.08,0.2493,2.311,2.11,0.176047
154.56,0.2213,2.328,2.11,0.184076
153.88,0.1974,2.34,2.09,0.183519
134.42,0.2124,2.327,2.08,0.189041
130.57,0.2489,2.318,2.08,0.165651
134.47,0.2439,2.318,2.08,0.174375
142.57,0.2259,2.341,2.07,0.167038
135.58,0.2442,2.342,2.07,0.127091
135.61,0.2357,2.332,2.06,0.166642
138.08,0.1969,2.323,2.06,0.125766
133.63,0.2325,2.318,2.06,0.186483
133.78,0.244,2.316,2.05,0.177033
143.7,0.2349,2.318,2,0.18455
138.1,0.2468,2.33,2.03,0.147632
125.18,0.2539,2.322,2.07,0.143348
135.79,0.2423,2.316,2.1,0.179267
151.83,0.2321,2.335,2.12,0.167427
138.32,0.2254,2.337,2.13,0.172118
138.34,0.2276,2.334,2.11,0.173451
141.41,0.2613,2.311,2.1,0.140358
143.7,0.2592,2.335,2.1,0.08089
136.47,0.2271,2.356,2.1,0.144935
142.24,0.1866,2.321,2.1,0.114402
142.92,0.1971,2.312,2.08,0.117166
125.17,0.225,2.338,2.03,0.171394
135.6,0.2294,2.341,2.01,0.163077
143.67,0.2183,2.346,1.96,0.168464
142.71,0.2027,2.337,2.02,0.184344
130.98,0.2311,2.362,2.15,0.123755
122.16,0.2255,2.369,2.12,0.124974
135.01,0.2191,2.367,2.18,0.14179
147.17,0.2275,2.364,2.25,0.129834
142.22,0.2291,2.394,2.16,0.054444
134.42,0.2298,2.394,2.14,0.052894
125.16,0.232,2.377,2.16,0.078955
128.29,0.2398,2.362,2.12,0.087
129.03,0.2428,2.363,2.08,0.074143
121.51,0.2585,2.37,2.06,0.032243
125.96,0.26,2.367,2.01,0.032934
131.86,0.2092,2.353,2,0.167866
129.01,0.1587,2.337,2,0.189574
131.44,0.164,2.353,2,0.17985
133.63,0.1777,2.399,2.12,0.142979
126.99,0.1751,2.356,2.24,0.176484
128.95,0.1914,2.351,2.36,0.176797
133.3,0.1917,2.369,2.34,0.162408
127.52,0.1951,2.392,2.32,0.138805
124.04,0.1893,2.396,2.31,0.139183
131.29,0.1853,2.379,2.23,0.156645
130.23,0.2078,2.335,2.18,0.184262
127.28,0.2203,2.326,2.1,0.186529
125.41,0.2186,2.326,2.1,0.187366
128.2,0.1999,2.329,2.1,0.191179
127.04,0.1957,2.336,2.08,0.186964
127.83,0.1836,2.356,2.09,0.174943
154.16,0.2057,2.335,2.07,0.184998
134.98,0.1968,2.326,2.13,0.193997
127.42,0.1963,2.336,2.13,0.186832
122.86,0.1921,2.336,2.11,0.187715
123.63,0.1826,2.344,2.07,0.183702
124,0.1775,2.36,2.07,0.17327
127.4,0.1831,2.352,2.07,0.177947
145.93,0.188,2.337,2.06,0.162888
117.4,0.1915,2.32,2.05,0.163429
140.87,0.185,2.333,2.04,0.182224
150.85,0.1897,2.333,2.06,0.127787
136.74,0.2038,2.326,2.07,0.192499
130.05,0.2026,2.32,2.03,0.197195
128.38,0.1814,2.349,2.01,0.180391
127.48,0.1976,2.365,2.01,0.163271
127.48,0.2327,2.369,2,0.097917
130.45,0.1999,2.359,2.01,0.167416
144.85,0.1937,2.353,2.03,0.174639
148.31,0.2027,2.488,2,0.008472
149.52,0.1991,2.5,1.98,0.006099
120.52,0.1964,2.348,1.93,0.177724
122.33,0.2043,2.308,1.88,0.165376
124.51,0.1991,2.308,1.85,0.140685
119.82,0.2254,2.316,1.78,0.159196
130,0.2241,2.325,1.72,0.14758
133.51,0.2067,2.329,1.75,0.138617
129.8,0.1934,2.337,1.78,0.110433
130.72,0.1745,2.34,1.8,0.100276
131.85,0.1771,2.338,1.81,0.092728
134.42,0.1735,2.327,1.8,0.128698
128.03,0.1696,2.309,1.81,0.125365
123.82,0.1711,2.312,1.8,0.114743
119.35,0.175,2.335,1.78,0.146409
129.06,0.1634,2.327,1.77,0.112382
131.33,0.1402,2.324,1.8,0.091162
131.15,0.1284,2.299,1.86,0.120618
122.68,0.1391,2.314,1.92,0.107313
122.33,0.1495,2.277,1.95,0.137575
122.85,0.1505,2.285,1.99,0.118839
126.68,0.1614,2.307,2.01,0.141575
127.81,0.1485,2.326,2.03,0.099996
129.01,0.165,2.334,2.03,0.130807
129.65,0.1738,2.345,1.98,0.082675
129.58,0.1685,2.315,1.96,0.111082
131.01,0.1772,2.319,1.95,0.129383
131.01,0.1842,2.323,1.93,0.093601
132.14,0.1665,2.313,1.96,0.122005
133.27,0.1689,2.34,1.97,0.113878
131.09,0.1872,2.326,1.98,0.13605
127.18,0.1918,2.328,1.97,0.119823
128.5,0.1951,2.328,1.97,0.106397
136.04,0.191,2.326,1.95,0.126996
139.94,0.1705,2.336,1.96,0.057698
136.95,0.1541,2.351,1.95,0.088811
133.27,0.182,2.359,1.96,0.099099
124.76,0.1877,2.379,1.96,0.130505
128.05,0.1795,2.366,1.97,0.093228
129.78,0.1611,2.38,1.98,0.10709
131.16,0.1475,2.455,1.97,0.073769
134.41,0.149,2.381,2.03,0.094969
135.9,0.1436,2.364,2.06,0.095033
140.86,0.1594,2.338,2.14,0.087014
143.89,0.1471,2.341,2.1,0.069223
141.57,0.154,2.358,2,0.070743
146.85,0.1469,2.352,2,0.055544
137.57,0.1554,2.35,1.99,0.083263
150.97,0.1526,2.377,1.97,0.045433
135.18,0.1327,2.368,1.96,0.080201
133.04,0.1398,2.385,1.88,0.076886
140.58,0.1329,2.329,1.81,0.055209
141.9,0.1261,2.373,1.8,0.055352
141.03,0.1444,2.366,1.83,0.049387
141.83,0.17,2.366,1.87,0.058224
152.97,0.1542,2.366,1.89,0.014421
142.45,0.1457,2.363,1.97,0.093908
144.81,0.1341,2.324,1.97,0.050444
148.38,0.137,2.304,2.02,0.067876
149.8,0.2104,2.336,2.06,0.049675
142.05,0.2204,2.324,2.12,0.188399
135.59,0.2224,2.341,2.17,0.170717
147.42,0.2104,2.343,2.21,0.17653
146.87,0.2271,2.326,2.27,0.182626
126.35,0.2335,2.363,2.29,0.113534
122.07,0.2361,2.434,2.3,0.012846
128.95,0.2515,2.377,2.24,0.035893
145.25,0.2549,2.432,2.11,0.006786
139.14,0.2725,2.425,2.05,0.007188
133.88,0.2716,2.456,1.99,0.005411
131.8,0.2513,2.426,1.93,0.007819
127.97,0.2554,2.38,1.89,0.028216
123.32,0.2533,2.354,1.86,0.0623
125.82,0.2456,2.346,1.81,0.109025
138.54,0.2375,2.341,1.84,0.150232
128.39,0.2318,2.321,1.88,0.184273
122.91,0.2267,2.331,1.89,0.177845
121.98,0.1942,2.37,1.87,0.160658
134.93,0.2128,2.366,1.85,0.151703
130.05,0.2278,2.354,1.88,0.147545
131.14,0.2327,2.364,1.87,0.114165
132.43,0.2391,2.367,1.86,0.078637
126.69,0.244,2.363,1.87,0.071496
131.55,0.2482,2.346,1.88,0.096932
142.89,0.2495,2.367,1.87,0.051138
130.95,0.2402,2.375,1.85,0.059884
128.25,0.2687,2.366,1.9,0.023874
127.65,0.2549,2.388,1.92,0.023019
136.79,0.2398,2.377,1.94,0.0576
119.94,0.2422,2.359,1.96,0.086676
125.64,0.2538,2.376,1.95,0.033744
123.12,0.2707,2.358,1.94,0.027521
133.97,0.247,2.376,1.94,0.044318
136.61,0.2401,2.369,1.94,0.071251
132.38,0.2302,2.376,1.93,0.089707
120.65,0.213,2.381,1.92,0.13158
121.3,0.2177,2.405,1.93,0.065279
131.31,0.1989,2.382,1.91,0.146626
132.11,0.215,2.359,1.9,0.157645
130.64,0.2284,2.372,1.94,0.10967
123.76,0.2065,2.38,1.98,0.141841
129.57,0.219,2.37,1.96,0.138187
136.46,0.2182,2.353,1.92,0.161396
137.61,0.2045,2.353,1.91,0.170669
137.37,0.2019,2.358,1.92,0.167537
127.06,0.2189,2.367,1.92,0.142826
124.59,0.2232,2.389,1.96,0.083217
127.37,0.2281,2.373,1.96,0.108226
126.62,0.2217,2.359,1.95,0.149963
123.7,0.2172,2.344,1.93,0.171725
147.89,0.2132,2.333,1.87,0.183983
142.75,0.2054,2.372,1.78,0.151947
132.95,0.1958,2.36,1.9,0.168468
138.66,0.2145,2.364,1.92,0.152408
140.01,0.2351,2.369,1.94,0.088845
130.37,0.2669,2.35,1.93,0.040288
126.01,0.2546,2.348,1.89,0.069935
134.55,0.2486,2.365,1.94,0.05623
139.37,0.2046,2.369,1.97,0.155678
144.79,0.1994,2.379,1.92,0.149375
138.21,0.1924,2.414,1.99,0.115976
137.28,0.1958,2.373,2,0.157316
158.69,0.2366,2.38,2.01,0.060687
146.47,0.244,2.387,1.98,0.037154
136.75,0.2502,2.391,1.97,0.025893
137.34,0.2264,2.374,2.02,0.112208
143.93,0.2147,2.358,2.03,0.159126
138.66,0.2314,2.355,2.02,0.13878
135.47,0.2347,2.348,2.02,0.144137
141.64,0.2498,2.345,2.01,0.093424
140.41,0.2502,2.362,2.02,0.05728
134.02,0.2386,2.343,2.03,0.144306
135.61,0.2361,2.354,2.03,0.127764
142.72,0.2312,2.35,2.02,0.148006
142.89,0.2142,2.36,2.02,0.157389
136.31,0.2138,2.372,2.02,0.143307
136.41,0.2628,2.358,2.03,0.038483
137.41,0.2509,2.336,2.03,0.115902
135.88,0.2246,2.34,2.01,0.170113
132.98,0.2366,2.338,2.01,0.15737
131.96,0.2407,2.361,2.02,0.087884
140.89,0.1935,2.337,2.02,0.186816
135.79,0.1926,2.344,2.02,0.18189
131.03,0.2317,2.344,2.03,0.156498
138.53,0.2373,2.324,2.05,0.175873
143.58,0.2537,2.324,2.06,0.140665
150.76,0.2505,2.339,2.07,0.10806
146.92,0.2026,2.339,2.08,0.183024
135.61,0.1983,2.338,2.11,0.184997
135.82,0.2045,2.323,2.09,0.194692
138.47,0.2066,2.332,2.08,0.187275
139.05,0.2222,2.345,2.08,0.166789
129.38,0.2313,2.352,2.08,0.144553
122.56,0.2429,2.34,2.1,0.138731
135.74,0.2344,2.329,2.12,0.173045
145.07,0.2432,2.337,2.13,0.14448
144.12,0.2475,2.338,2.09,0.126869
124.66,0.2278,2.32,2.1,0.18822
131.38,0.2078,2.32,2.11,0.196146
148.35,0.2086,2.361,2.09,0.160947
147.88,0.2182,2.361,2.05,0.152083
139.07,0.2353,2.37,2.03,0.085944
148.42,0.2494,2.375,2,0.041791
147.88,0.2594,2.385,2,0.02094
129.3,0.2369,2.365,2.01,0.092828
142.91,0.223,2.358,1.94,0.149748
141.39,0.223,2.38,1.87,0.109679
141.39,0.2234,2.389,1.84,0.08307
141.42,0.223,2.389,1.79,0.084626
141.42,0.2275,2.377,1.8,0.099585
132.12,0.2166,2.366,1.82,0.147699
132.12,0.2556,2.366,1.95,0.041654
132.14,0.2691,2.366,1.95,0.023791
133,0.1935,2.371,1.91,0.160281
137.41,0.188,2.377,1.85,0.157545
141.71,0.2109,2.377,1.84,0.140679
130.98,0.217,2.377,1.99,0.131143
137.88,0.2537,2.367,2.03,0.04378
141.38,0.2568,2.356,2.02,0.051949
133.27,0.2508,2.346,2.01,0.087415
133.27,0.2484,2.346,2,0.097112
130.94,0.2302,2.385,2,0.069387
130.94,0.226,2.385,1.97,0.083514
132.11,0.2171,2.383,1.97,0.120433
132.11,0.2145,2.382,1.9,0.127794
132.13,0.2118,2.355,1.9,0.164744
131.25,0.2038,2.355,1.92,0.169403
128.91,0.1948,2.356,1.92,0.172156
131.71,0.1968,2.357,1.96,0.170658
133.3,0.2027,2.357,1.98,0.168184
132.04,0.2061,2.358,2.01,0.165502
130.95,0.234,2.37,2.06,0.091442
128.79,0.2358,2.416,2.07,0.023118
127.5,0.2257,2.388,2.1,0.077417
127.49,0.2247,2.365,2.1,0.136057
125.46,0.2254,2.365,2.11,0.134558
117.06,0.2307,2.366,2.11,0.117568
114.38,0.2814,2.366,2.1,0.012948
120.56,0.2753,2.366,2.1,0.017911
148.34,0.2585,2.379,2.14,0.02603
142.57,0.2247,2.375,2.14,0.116194
129.77,0.2132,2.349,2.15,0.169723
127.17,0.2378,2.347,2.16,0.138806
124.01,0.2403,2.342,2.17,0.142372
129.96,0.2387,2.338,2.16,0.153716
134.47,0.2362,2.328,2.15,0.172375
137.28,0.214,2.344,2.16,0.173982
139.07,0.2139,2.368,2.17,0.148577
131.35,0.2349,2.371,2.18,0.085411
127.5,0.2331,2.364,2.18,0.113838
136.89,0.1947,2.37,2.17,0.160665
143.7,0.1935,2.349,2.16,0.17799
138.03,0.2206,2.32,2.18,0.192011
134.93,0.2209,2.349,2.2,0.163711
135.97,0.2162,2.372,2.21,0.1403
129.47,0.2247,2.367,2.22,0.132635
129.17,0.2365,2.365,2.23,0.095093
130.59,0.2294,2.346,2.23,0.157461
130.73,0.2202,2.335,2.23,0.178765
129.1,0.2185,2.336,2.23,0.178848
127.47,0.2171,2.337,2.22,0.178726
127.47,0.2107,2.367,2.22,0.1531
126.55,0.2086,2.372,2.25,0.149465
126.32,0.2485,2.353,2.25,0.079599
107.8,0.2577,2.353,2.23,0.054613
107.8,0.2519,2.347,2.23,0.081521
125.16,0.2421,2.347,2.16,0.124588
129.72,0.2323,2.331,2.11,0.173182
143.69,0.2301,2.331,1.96,0.175367
140.79,0.2458,2.36,1.95,0.073397
134.47,0.2479,2.36,1.92,0.06728
128.32,0.2327,2.373,1.95,0.089056
122.31,0.2246,2.382,1.98,0.098437
134.34,0.2199,2.377,1.99,0.125388
134.41,0.2277,2.372,1.99,0.113577
133.25,0.2348,2.369,2.05,0.091329
128.24,0.2413,2.364,2.05,0.079406
125.13,0.2269,2.353,2.1,0.15134
126.78,0.2162,2.348,2.11,0.16876
127.48,0.2565,2.338,2.12,0.086298
132.89,0.2603,2.357,2.12,0.04434
136.74,0.2553,2.385,2.13,0.0253
139.02,0.251,2.358,2.13,0.062691
142.55,0.2451,2.334,2.14,0.146148
141.01,0.2451,2.323,2.1,0.166412
140.25,0.2493,2.318,2.09,0.166612
141.41,0.2355,2.362,2.12,0.109538
141.41,0.2313,2.379,2.14,0.079475
131,0.2286,2.346,2.17,0.158722
131,0.214,2.333,2.13,0.183857
122.83,0.2076,2.364,2.14,0.158892
122.83,0.2019,2.373,2.18,0.153943
132.68,0.2023,2.348,2.17,0.176059
136.74,0.2501,2.348,2.16,0.085859
143.23,0.2599,2.343,2.22,0.065531
144.86,0.2081,2.343,2.23,0.177911
136.73,0.2034,2.381,2.24,0.144372
136.73,0.2093,2.381,2.27,0.137866
141.32,0.209,2.359,2.28,0.162901
142.53,0.2016,2.359,2.25,0.167087
143.45,0.2096,2.373,2.25,0.147451
140.76,0.2369,2.357,2.21,0.11831
126.09,0.2475,2.342,2.19,0.114871
126.42,0.2146,2.323,2.12,0.191926
128.66,0.2106,2.319,2.12,0.196276
128.65,0.2055,2.299,2.12,0.155779
128.63,0.2081,2.319,2.15,0.19691
127.53,0.2384,2.343,2.15,0.145716
126.34,0.2411,2.338,2.11,0.148752
135.19,0.2374,2.348,2.05,0.138311
143.7,0.2361,2.35,2.06,0.137722
136.66,0.2271,2.371,2.07,0.118361
128.65,0.2188,2.369,2.09,0.140895
132.92,0.2003,2.361,2.1,0.165983
136.74,0.2053,2.37,2.12,0.15457
129.15,0.2168,2.374,2.13,0.136734
126.33,0.2154,2.34,2.17,0.177031
130.93,0.2114,2.34,2.17,0.179054
132.05,0.2062,2.402,2.17,0.111304
135.59,0.2041,2.402,2.14,0.115606
135.59,0.2209,2.378,2.11,0.121329
132.12,0.2255,2.385,2.06,0.086461
132.12,0.2028,2.397,1.97,0.1253
135.88,0.2052,2.388,1.97,0.134123
133.93,0.2525,2.383,1.98,0.030224
122.97,0.255,2.353,2,0.061345
129.8,0.2327,2.343,2.02,0.157069
129.8,0.2327,2.338,2.02,0.164108
127.52,0.2405,2.335,2.01,0.155666
131.57,0.2531,2.345,2.01,0.082525
143.19,0.2648,2.345,2,0.051257
131.45,0.2572,2.344,1.99,0.071537
129.58,0.2533,2.338,1.98,0.099683
129.81,0.2422,2.328,1.98,0.163951
134.47,0.2364,2.33,1.98,0.169885
134.47,0.2221,2.334,2,0.178691
115.88,0.2289,2.335,2.01,0.172197
122.78,0.238,2.338,1.99,0.155631
137.88,0.2457,2.329,1.98,0.155045
133.01,0.2505,2.335,1.99,0.123732
130.78,0.2754,2.361,1.99,0.021157
125.17,0.2633,2.376,2.04,0.023485
127.08,0.2446,2.365,2.04,0.067757
133.28,0.2173,2.361,2.02,0.153668
130.2,0.2047,2.371,2.01,0.154082
124.01,0.2025,2.375,2,0.151654
132.42,0.2098,2.375,2.01,0.145025
137.9,0.2135,2.375,2.02,0.140458
134.95,0.2184,2.363,2.04,0.149883
135.52,0.2207,2.359,2.05,0.152161
136.27,0.2229,2.368,2.05,0.135317
155.31,0.2322,2.37,2.05,0.100713
146.98,0.2157,2.354,2.03,0.163151
128.62,0.2182,2.354,2.04,0.160954
117.32,0.2577,2.356,2.07,0.051009
113.58,0.2301,2.356,2.07,0.141089
146.04,0.242,2.356,2.07,0.097964
146.04,0.249,2.35,2.04,0.085694
135.59,0.2422,2.324,2.04,0.170088
135.59,0.2408,2.333,2.05,0.158618
122.84,0.2339,2.353,2.04,0.137807
126.14,0.2346,2.359,2.11,0.12235
139.97,0.2486,2.373,2.21,0.046549
135.88,0.2431,2.368,2.13,0.066517
122.02,0.1755,2.361,2.13,0.1731
118.25,0.1814,2.359,2.14,0.173467
108.93,0.2147,2.358,2.1,0.159746
107.94,0.2334,2.325,2.07,0.179328
104.3,0.2234,2.337,2.05,0.174857
106.38,0.2114,2.38,2.07,0.136673
114.72,0.1993,2.393,2.19,0.134941
118.4,0.1977,2.407,2.2,0.119063
